Codigo;Tipo;Externo;Interno;Altura
AG7820;TEFLON;67.7;1.3;2.5
AG7832;TEFLON;25.75;1.5;4.0
AG7833;TEFLON;28.0;5.0;1.9
AG7837;TEFLON;33.2;7.2;2.85
AG7841;TEFLON;130.0;7.5;3.7
AG7856;TEFLON;76.0;2.85;3.0
AG7876;TEFLON;70.0;4.5;2.5
AG7916;TEFLON;42.1;1.95;1.95
AG7917;TEFLON;150.0;9.7;4.0
AG7956;TEFLON;63.5;3.9;2.3
AG7962;TEFLON;35.9;1.3;2.2
AG7979;TEFLON;104.6;2.0;4.8
AG7993;TEFLON;61.5;8.0;2.9
AG7996;TEFLON;27.7;2.0;1.85
AG8000;TEFLON;60.0;1.4;2.85
AG8005;TEFLON;105.0;3.8;2.5
AG8019;TEFLON;28.4;3.0;1.82
AG8020;TEFLON;51.2;4.0;2.8
AG8021;TEFLON;70.4;4.0;2.8
AG8022;TEFLON;106.0;6.1;3.3
AG8023;TEFLON;108.9;6.1;3.3
AG8024;TEFLON;116.0;6.1;3.3
AG8025;TEFLON;161.0;7.9;4.6
AG8026;TEFLON;141.0;7.9;4.6
AG8027;TEFLON;102.6;6.1;3.3
AG8051;TEFLON;63.6;4.0;2.67
AG8052;TEFLON;111.0;6.1;3.3
AG8061;TEFLON;100.0;8.0;4.0
AG8063;TEFLON;80.0;4.0;3.0
AG8071;TEFLON;150.0;9.5;3.5
AG8088;TEFLON;45.0;4.0;2.68
AG8091;TEFLON;127.0;1.25;3.2
AG8098;TEFLON;95.0;8.0;2.4
AG8101;TEFLON;105.0;8.0;4.0
AG8104;TEFLON;63.5;3.0;2.6
AG8106;TEFLON;86.0;3.0;3.5
AG8115;TEFLON;28.95;3.0;1.55
AG8116;TEFLON;19.5;3.0;1.8
AG8117;TEFLON;32.1;3.0;1.85
AG8129;TEFLON;12.1;2.0;1.2
AG8133;TEFLON;155.6;1.35;2.8
AG8168;TEFLON;21.7;1.2;1.6
AG8171;TEFLON;27.0;3.2;1.5
AG8176;TEFLON;30.7;40.5;3.0
AG8177;TEFLON;36.0;3.2;1.5
AG8184;TEFLON;63.5;4.0;3.0
AG8199;TEFLON;160.0;1.4;5.0
AG8200;TEFLON;134.6;1.4;4.8
AG8206;TEFLON;35.0;5.0;1.8
AG8222;TEFLON;32.0;0.8;1.85
AG8271;TEFLON;177.0;2.3;4.0
AG8273;TEFLON;88.9;9.5;3.2
AG8286;TEFLON;35.5;6.0;2.0
AG8287;TEFLON;32.0;2.8;2.2
AG8299;TEFLON;59.0;3.8;1.65
AG8312;TEFLON;35.0;1.3;2.65
AG8313;TEFLON;89.0;4.0;3.0
AG8314;TEFLON;85.0;4.0;3.0
AG8318;TEFLON;75.0;7.8;2.5
AG8341;TEFLON;63.5;6.0;3.55
AG8351;TEFLON;70.0;3.0;4.75
AG8373;TEFLON;86.0;6.0;3.9
AG8374;TEFLON;64.4;1.0;4.5
AG8390;TEFLON;38.1;4.0;2.2
AG8452;TEFLON;38.1;3.0;2.2
AG8455;TEFLON;31.5;2.2;0.8
AG8466;TEFLON;65.0;6.0;3.5
AG8489;TEFLON;82.55;8.7;2.4
AG8496;TEFLON;111.0;7.9;4.61
AX0185;TEFLON;125.0;9.5;3.5
AX0327;TEFLON;226.0;7.9;4.6
CX5454;TEFLON;46.2;2.5;2.35
CX5919;TEFLON;80.0;2.3;1.85
CX5930;TEFLON;67.0;2.0;1.8
CX5986;TEFLON;22.7;2.2;1.75
CX5988;TEFLON;51.0;2.0;2.0
CX5990;TEFLON;52.0;3.8;1.0
CX5991;TEFLON;101.6;2.3;1.8
CX5995;TEFLON;53.7;2.0;1.85
CX5996;TEFLON;32.0;2.5;1.85
CX5997;TEFLON;111.0;2.3;1.9
CX6034;TEFLON;55.0;2.0;1.7
CX6046;TEFLON;72.0;1.8;2.8
CX6047;TEFLON;84.5;1.5;2.0
CX6058;TEFLON;51.0;2.0;1.0
CX6070;TEFLON;41.2;2.0;2.75
CX6071;TEFLON;52.0;2.0;1.25
CX6073;TEFLON;85.0;1.1;2.5
CX6082;TEFLON;65.0;2.0;1.6
CX6083;TEFLON;65.0;2.0;1.7
CX6085;TEFLON;71.5;1.5;2.1
CX6094;TEFLON;69.0;2.0;2.3
CX6095;TEFLON;90.0;1.5;2.0
CX6097;TEFLON;69.5;1.5;2.0
CX6839;TEFLON;89.3;3.3;1.35
CX7089;TEFLON;36.5;2.0;1.5
CX7090;TEFLON;50.0;2.1;1.6
CX7159;TEFLON;44.3;2.0;1.75
CX7235;TEFLON;42.8;2.15;1.6
CX7241;TEFLON;50.2;2.5;1.75
CX7244;TEFLON;40.3;2.5;1.8
CX7258;TEFLON;27.9;3.0;1.4
CX7259;TEFLON;29.0;2.0;1.4
CX7260;TEFLON;27.5;2.0;1.25
CX7261;TEFLON;37.2;2.0;1.25
CX7340;TEFLON;42.7;1.9;1.6
CX7341;TEFLON;41.5;2.5;1.85
CX7394;TEFLON;42.0;2.4;1.5
CX7395;TEFLON;38.0;1.85;1.45
CX7396;TEFLON;118.4;2.9;1.9
CX7493;TEFLON;51.6;2.0;3.7
CX7858;TEFLON;39.0;2.0;1.8
CX8140;TEFLON;38.3;1.8;1.7
CX8378;TEFLON;34.0;1.9;1.65
CX8399;TEFLON;33.9;1.9;1.2
CX8412;TEFLON;38.5;1.9;1.8
CX8423;TEFLON;45.0;2.2;2.2
CX8453;TEFLON;45.5;2.0;2.0
CX8526;TEFLON;38.6;2.5;1.8
CX8531;TEFLON;45.0;3.1;2.45
CX8532;TEFLON;36.0;1.8;1.25
CX8540;TEFLON;54.0;2.5;1.8
CX8549;TEFLON;67.8;2.0;1.9
CX8562;TEFLON;33.0;1.9;1.2
CX8563;TEFLON;32.0;1.95;1.0
CX8565;TEFLON;101.0;2.5;2.4
CX8591;TEFLON;52.5;2.65;1.5
CX8592;TEFLON;83.0;2.9;1.65
CX8593;TEFLON;106.5;2.9;1.75
CX8595;TEFLON;100.4;2.9;1.7
CX8625;TEFLON;44.0;2.0;1.5
CX8633;TEFLON;54.5;2.6;2.5
CX8635;TEFLON;20.4;1.55;1.55
CX8636;TEFLON;22.0;1.5;1.5
CX8637;TEFLON;15.4;18.4;1.5
CX8643;TEFLON;50.0;2.0;1.8
CX8668;TEFLON;35.8;1.85;1.6
CX8670;TEFLON;32.7;1.75;1.55
CX8671;TEFLON;48.0;2.55;1.8
CX8673;TEFLON;36.5;1.95;1.6
CX8675;TEFLON;38.0;2.2;1.85
CX8676;TEFLON;36.7;2.0;1.6
CX8687;TEFLON;42.0;2.35;2.2
CX8700;TEFLON;38.0;2.55;1.1
CX8703;TEFLON;36.8;3.0;5.8
CX8710;TEFLON;46.0;2.0;1.6
CX8713;TEFLON;33.5;1.95;1.75
CX8718;TEFLON;47.0;2.0;1.8
CX8719;TEFLON;43.0;2.5;1.75
CX8721;TEFLON;42.7;3.3;1.4
CX8722;TEFLON;54.4;3.3;1.55
CX8726;TEFLON;47.5;2.5;2.0
CX8740;TEFLON;38.2;2.45;3.2
CX8743;TEFLON;52.0;2.0;2.0
CX8750;TEFLON;13.3;6.3;1.25
CX8751;TEFLON;94.0;2.9;1.8
CX8783;TEFLON;104.7;2.2;1.85
CX9008;TEFLON;38.0;2.5;1.5
CX9026;TEFLON;33.3;4.3;4.3
CX9027;TEFLON;47.7;2.8;1.7
CX9028;TEFLON;34.0;3.5;1.0
CX9029;TEFLON;29.0;2.0;1.75
CX9030;TEFLON;41.4;2.3;2.2
CX9031;TEFLON;59.9;1.9;2.95
CX9032;TEFLON;30.5;2.0;1.8
CX9033;TEFLON;47.6;2.7;1.8
CX9034;TEFLON;26.0;2.0;1.3
CX9035;TEFLON;44.4;1.6;6.3
CX9036;TEFLON;38.0;2.0;1.3
CX9037;TEFLON;40.0;2.0;1.3
CX9038;TEFLON;35.0;2.0;1.4
CX9039;TEFLON;32.5;2.0;4.2
CX9049;TEFLON;40.8;1.9;1.9
CX9052;TEFLON;41.5;2.5;1.75
CX9063;TEFLON;20.0;2.0;1.0
CX9070;TEFLON;35.8;1.9;1.9
CX9081;TEFLON;53.0;2.2;2.2
CX9090;TEFLON;41.7;2.0;1.6
CX9092;TEFLON;40.0;1.95;1.5
CX9093;TEFLON;36.0;1.7;1.5
CX9094;TEFLON;41.4;2.1;2.2
CX9097;TEFLON;28.52;1.8;1.16
CX9117;TEFLON;38.0;2.0;1.1
CX9119;TEFLON;45.0;2.0;2.55
CX9120;TEFLON;45.0;3.5;1.8
CX9121;TEFLON;48.0;2.0;1.0
CX9131;TEFLON;68.0;2.0;2.0
CX9132;TEFLON;40.0;2.5;1.75
CX9134;TEFLON;35.0;2.5;1.8
CX9135;TEFLON;51.0;2.5;1.6
CX9138;TEFLON;25.3;1.7;1.5
CX9139;TEFLON;80.0;2.2;1.8
CX9140;TEFLON;48.0;2.9;1.8
CX9141;TEFLON;25.0;3.8;1.0
CX9142;TEFLON;40.0;2.0;1.9
CX9143;TEFLON;29.0;1.65;3.1
CX9144;TEFLON;40.3;4.35;3.1
CX9145;TEFLON;30.0;2.5;1.95
CX9172;TEFLON;37.2;2.4;1.75
CX9175;TEFLON;40.0;2.3;2.3
CX9198;TEFLON;70.5;2.8;1.7
CX9200;TEFLON;39.0;2.0;2.0
CX9214;TEFLON;80.0;2.7;1.8
CX9215;TEFLON;51.5;2.1;1.5
CX9217;TEFLON;41.5;4.6;2.5
CX9218;TEFLON;22.0;1.0;2.3
CX9221;TEFLON;36.2;2.5;1.75
CX9238;TEFLON;42.0;3.0;2.2
CX9240;TEFLON;33.0;2.5;2.0
CX9259;TEFLON;43.3;2.0;1.35
CX9261;TEFLON;11.4;2.2;1.5
CX9262;TEFLON;10.0;1.9;2.0
CX9263;TEFLON;42.9;2.0;1.85
CX9338;TEFLON;50.0;2.5;2.0
CX9339;TEFLON;44.4;2.6;1.7
CX9355;TEFLON;9.8;1.8;1.5
CX9360;TEFLON;50.8;2.0;1.75
CX9367;TEFLON;84.0;1.1;2.6
CX9378;TEFLON;59.0;2.0;1.75
CX9379;TEFLON;38.0;2.2;1.5
CX9381;TEFLON;38.5;2.0;1.5
CX9435;TEFLON;32.5;2.2;1.55
CX9436;TEFLON;36.0;1.9;1.5
CX9438;TEFLON;49.7;2.4;1.6
CX9440;TEFLON;38.5;2.2;1.9
CX9441;TEFLON;41.5;2.3;2.25
CX9442;TEFLON;48.0;2.9;1.9
CX9443;TEFLON;111.0;2.3;1.9
CX9448;TEFLON;42.0;2.0;2.0
CX9449;TEFLON;69.0;2.3;1.7
CX9450;TEFLON;70.0;3.0;1.8
CX9451;TEFLON;26.5;2.0;0.8
CX9452;TEFLON;20.0;2.0;0.8
CX9453;TEFLON;24.7;1.6;1.6
CX9454;TEFLON;28.5;2.0;1.3
CX9455;TEFLON;16.6;1.2;1.3
CX9456;TEFLON;22.0;1.8;1.0
CX9457;TEFLON;13.7;1.6;1.1
CX9459;TEFLON;37.5;4.0;1.3
CX9461;TEFLON;39.5;2.0;1.7
CX9463;TEFLON;45.0;2.0;1.3
CX9466;TEFLON;47.8;2.0;1.9
CX9467;TEFLON;51.5;2.2;1.3
CX9469;TEFLON;70.0;1.0;2.1
CX9470;TEFLON;71.0;2.3;1.8
CX9471;TEFLON;74.0;2.2;1.5
CX9477;TEFLON;44.0;2.5;1.8
CX9478;TEFLON;46.4;2.1;1.6
CX9480;TEFLON;45.5;2.0;1.6
CX9488;TEFLON;48.4;2.0;1.8
CX9492;TEFLON;13.7;2.1;2.45
CX9513;TEFLON;42.5;2.5;1.75
CX9518;TEFLON;45.7;1.8;1.8
CX9520;TEFLON;24.3;1.5;1.55
CX9521;TEFLON;37.5;2.4;2.35
CX9522;TEFLON;41.5;2.0;1.85
CX9524;TEFLON;43.5;2.0;1.0
CX9525;TEFLON;42.0;3.5;1.8
CX9528;TEFLON;35.0;2.0;2.65
CX9545;TEFLON;40.0;4.5;1.25
CX9553;TEFLON;46.2;1.9;1.85
CX9616;TEFLON;50.8;1.9;1.9
CX9664;TEFLON;48.7;2.0;1.25
CX9681;TEFLON;60.8;2.2;1.8
CX9699;TEFLON;45.6;3.7;4.5
CX9705;TEFLON;48.9;2.4;2.3
CX9713;TEFLON;37.1;2.5;2.0
CX9717;TEFLON;32.6;1.8;0.95
CX9724;TEFLON;38.2;1.95;2.35
CX9752;TEFLON;2.3;1.6;
CX9753;TEFLON;40.15;2.5;1.7
CX9756;TEFLON;23.5;2.3;1.4
CX9762;TEFLON;35.2;4.0;1.35
CX9794;TEFLON;40.6;2.0;1.3
CX9800;TEFLON;38.0;2.0;1.85
CX9823;TEFLON;39.8;3.0;2.1
CX9824;TEFLON;45.3;2.0;1.75
CX9831;TEFLON;43.0;2.4;2.5
CX9844;TEFLON;70.0;2.2;1.6
CX9859;TEFLON;34.4;1.0;4.5
CX9866;TEFLON;33.4;1.8;1.5
CX9867;TEFLON;48.0;2.5;1.5
CX9984;TEFLON;36.9;1.8;1.55
CX9985;TEFLON;44.7;1.9;1.9
CX9986;TEFLON;38.0;1.9;2.25
CX9987;TEFLON;22.7;1.8;1.25
CX9988;TEFLON;43.0;1.5;2.0
CX9989;TEFLON;41.5;1.85;2.0
CX9992;TEFLON;20.2;2.0;1.3
CX9993;TEFLON;34.0;2.1;2.2
CX9994;TEFLON;43.0;2.4;1.25
