Codigo;Tipo;Externo;Interno;Altura
GT 124,00;GT;124.0;;
GT 127,00;GT;127.0;;
GT 25,00;GT;25.0;;
GT 57,15;GT;57.15;;
GT 63,50;GT;63.5;;
GT 73,00;GT;73.0;;
GT 83,00;GT;83.0;;
GT 88,90;GT;88.9;;
