Codigo;Tipo;Externo;Interno;Altura
2382;ANEL_UNIT;329.57;5.33;
2383;ANEL_UNIT;354.97;5.33;
2384;ANEL_UNIT;380.37;5.33;
2385;ANEL_UNIT;405.26;5.33;
2386;ANEL_UNIT;430.66;5.33;
2388;ANEL_UNIT;481.41;5.33;
2425;ANEL_UNIT;113.67;6.99;
2426;ANEL_UNIT;116.84;6.99;
2427;ANEL_UNIT;120.02;6.99;
2428;ANEL_UNIT;123.19;6.99;
2429;ANEL_UNIT;126.37;6.99;
2430;ANEL_UNIT;129.54;6.99;
2431;ANEL_UNIT;132.72;6.99;
2432;ANEL_UNIT;135.89;6.99;
2433;ANEL_UNIT;139.07;6.99;
2434;ANEL_UNIT;142.24;6.99;
2435;ANEL_UNIT;145.42;6.99;
2436;ANEL_UNIT;148.59;6.99;
2437;ANEL_UNIT;151.77;6.99;
2438;ANEL_UNIT;158.12;6.99;
2439;ANEL_UNIT;164.47;6.99;
2440;ANEL_UNIT;170.82;6.99;
2441;ANEL_UNIT;177.17;6.99;
2442;ANEL_UNIT;183.52;6.99;
2443;ANEL_UNIT;189.87;6.99;
2444;ANEL_UNIT;196.22;6.99;
2445;ANEL_UNIT;202.57;6.99;
2446;ANEL_UNIT;215.27;6.99;
2447;ANEL_UNIT;227.97;6.99;
2448;ANEL_UNIT;240.67;6.99;
2449;ANEL_UNIT;253.37;6.99;
2450;ANEL_UNIT;266.07;6.99;
2451;ANEL_UNIT;278.77;6.99;
2452;ANEL_UNIT;291.47;6.99;
2453;ANEL_UNIT;304.17;6.99;
2454;ANEL_UNIT;316.87;6.99;
2455;ANEL_UNIT;329.57;6.99;
2456;ANEL_UNIT;342.27;6.99;
2457;ANEL_UNIT;354.97;6.99;
2458;ANEL_UNIT;367.67;6.99;
2459;ANEL_UNIT;380.37;6.99;
2460;ANEL_UNIT;393.07;6.99;
2461;ANEL_UNIT;405.26;6.99;
2462;ANEL_UNIT;417.96;6.99;
2463;ANEL_UNIT;430.66;6.99;
3903;ANEL_UNIT;7.65;1.63;
3904;ANEL_UNIT;8.92;1.83;
3905;ANEL_UNIT;10.52;1.83;
3906;ANEL_UNIT;11.89;1.98;
3907;ANEL_UNIT;13.46;2.08;
3908;ANEL_UNIT;16.36;2.21;
3909;ANEL_UNIT;17.93;2.46;
3910;ANEL_UNIT;19.18;2.46;
3911;ANEL_UNIT;21.92;2.95;
3912;ANEL_UNIT;23.47;2.95;
3913;ANEL_UNIT;25.04;2.95;
3914;ANEL_UNIT;26.59;2.95;
3916;ANEL_UNIT;29.74;2.95;
3918;ANEL_UNIT;34.42;2.95;
3920;ANEL_UNIT;37.47;3.0;
3924;ANEL_UNIT;43.69;3.0;
3932;ANEL_UNIT;59.36;3.0;
62008;ANEL_UNIT;4.47;1.78;
62011;ANEL_UNIT;7.65;1.78;
62014;ANEL_UNIT;12.42;1.78;
62015;ANEL_UNIT;14.0;1.78;
62016;ANEL_UNIT;15.6;1.78;
62033;ANEL_UNIT;50.52;1.78;
62035;ANEL_UNIT;56.87;1.78;
62036;ANEL_UNIT;60.05;1.78;
62108;ANEL_UNIT;6.02;2.62;
62109;ANEL_UNIT;7.59;2.62;
62110;ANEL_UNIT;9.19;2.62;
62111;ANEL_UNIT;10.77;2.62;
62112;ANEL_UNIT;12.37;2.62;
62114;ANEL_UNIT;15.54;2.62;
62115;ANEL_UNIT;17.12;2.62;
62119;ANEL_UNIT;23.47;2.62;
62120;ANEL_UNIT;25.07;2.62;
62133;ANEL_UNIT;45.69;2.62;
62138;ANEL_UNIT;53.64;2.62;
62139;ANEL_UNIT;55.25;2.62;
62147;ANEL_UNIT;67.95;2.62;
62150;ANEL_UNIT;72.69;2.62;
62208;ANEL_UNIT;15.47;3.53;
62209;ANEL_UNIT;17.04;3.53;
62210;ANEL_UNIT;18.64;3.53;
62211;ANEL_UNIT;20.22;3.53;
62212;ANEL_UNIT;21.82;3.53;
62213;ANEL_UNIT;23.39;3.53;
62214;ANEL_UNIT;24.99;3.53;
62215;ANEL_UNIT;26.57;3.53;
62217;ANEL_UNIT;29.74;3.53;
62218;ANEL_UNIT;31.34;3.53;
62219;ANEL_UNIT;32.92;3.53;
62222;ANEL_UNIT;37.69;3.53;
62225;ANEL_UNIT;47.22;3.53;
62228;ANEL_UNIT;56.74;3.53;
62314;ANEL_UNIT;18.42;5.33;
62315;ANEL_UNIT;19.99;5.33;
62320;ANEL_UNIT;27.94;5.33;
62325;ANEL_UNIT;37.47;5.33;
62326;ANEL_UNIT;40.64;5.33;
62327;ANEL_UNIT;43.82;5.33;
62328;ANEL_UNIT;46.99;5.33;
62332;ANEL_UNIT;59.69;5.33;
62335;ANEL_UNIT;69.22;5.33;
62336;ANEL_UNIT;72.39;5.33;
62356;ANEL_UNIT;135.89;5.33;
62448;ANEL_UNIT;240.67;6.99;
6287;ANEL_UNIT;159.2;5.7;
67021;ANEL_UNIT;11.0;3.0;
67085;ANEL_UNIT;54.5;3.0;
67088;ANEL_UNIT;79.0;5.7;
67106;ANEL_UNIT;14.0;2.0;
67182;ANEL_UNIT;48.0;4.0;
67200;ANEL_UNIT;26.0;4.0;
67225;ANEL_UNIT;17.0;1.5;
67239;ANEL_UNIT;5.0;1.5;
67250;ANEL_UNIT;9.6;2.5;
67304;ANEL_UNIT;34.4;3.0;
67357;ANEL_UNIT;13.97;2.54;
67368;ANEL_UNIT;28.0;5.0;
67377;ANEL_UNIT;100.0;4.0;
67388;ANEL_UNIT;8.0;2.0;
67402;ANEL_UNIT;12.0;2.0;
67403;ANEL_UNIT;37.0;4.0;
67411;ANEL_UNIT;9.5;3.0;
67414;ANEL_UNIT;24.0;3.5;
67455;ANEL_UNIT;110.0;4.0;
67529;ANEL_UNIT;112.0;4.0;
67630;ANEL_UNIT;47.0;2.0;
67645;ANEL_UNIT;56.0;5.0;
67668;ANEL_UNIT;11.5;2.7;
67687;ANEL_UNIT;145.16;4.14;
67737;ANEL_UNIT;30.5;4.6;
67818;ANEL_UNIT;8.3;2.9;
6982;ANEL_UNIT;198.5;5.7;
7001;ANEL_UNIT;81.5;3.3;
7002;ANEL_UNIT;86.0;6.0;
7003;ANEL_UNIT;15.5;1.2;
7004;ANEL_UNIT;79.0;1.78;
7005;ANEL_UNIT;108.2;6.99;
7006;ANEL_UNIT;9.53;4.3;
7007;ANEL_UNIT;75.0;6.0;
7008;ANEL_UNIT;63.5;3.0;
7009;ANEL_UNIT;48.5;3.0;
7010;ANEL_UNIT;53.0;3.0;
7011;ANEL_UNIT;28.5;3.0;
7012;ANEL_UNIT;19.5;3.0;
