Codigo;Tipo;Externo;Interno;Altura
W2-3149-375;GUIA;80.0;9.5;3.17
W2-3149-500;GUIA;80.0;;
W2-3250-1000;GUIA;3.1;;
W2-3250-1125;GUIA;3.1;1.1;
W2-3250-375;GUIA;3.1;;
W2-3250-500;GUIA;3.1;;
W2-3250-562;GUIA;3.1;;
W2-3250-625;GUIA;3.1;;
W2-3375-500;GUIA;3.3;;
W2-3500-1000;GUIA;3.1;;
W2-3500-1125;GUIA;3.1;1.1;
W2-3500-1500;GUIA;3.1;1.1;
W2-3500-312;GUIA;3.1;;
W2-3500-375;GUIA;3.1;;
W2-3500-394;GUIA;3.1;10.0;
W2-3500-437;GUIA;3.1;;
W2-3500-500;GUIA;3.1;;
W2-3500-590;GUIA;3.1;15.0;
W2-3500-625;GUIA;3.1;;
W2-3500-750;GUIA;3.1;;
W2-3625-500;GUIA;3.5;;
W2-3687-500;GUIA;3.11;;
W2-3750-1000;GUIA;3.3;;
W2-3750-1500;GUIA;3.3;1.1;
W2-3750-375;GUIA;3.3;;
W2-3750-500;GUIA;3.3;;
W2-3750-625;GUIA;3.3;;
W2-3750-750;GUIA;3.3;;
W2-3875-1000;GUIA;3.7;;
W2-4000-1000;GUIA;1.0;1.0;
W2-4000-1250;GUIA;1.1;;
W2-4000-375;GUIA;3.0;1.0;
W2-4000-500;GUIA;1.0;1.0;
W2-4000-625;GUIA;5.0;1.0;
W2-4000-875;GUIA;7.0;1.0;
W2-4125-500;GUIA;4.1;;
W2-4250-1000;GUIA;4.1;;
W2-4250-1500;GUIA;4.1;1.1;
W2-4250-375;GUIA;4.1;;
W2-4250-500;GUIA;4.1;;
W2-4250-625;GUIA;4.1;;
W2-4375-1250;GUIA;4.3;1.1;
W2-4375-500;GUIA;4.3;;
W2-4500-1000;GUIA;4.1;;
W2-4500-1500;GUIA;4.1;1.1;
W2-4500-437;GUIA;4.1;;
W2-4500-500;GUIA;4.1;;
W2-4500-590;GUIA;4.1;15.0;
W2-4500-625;GUIA;4.1;;
W2-4500-750;GUIA;4.1;;
W2-4556-500;GUIA;4.9;;
W2-4750-1000;GUIA;4.3;;
W2-4750-500;GUIA;4.3;;
W2-4750-750;GUIA;4.3;;
W2-4750-875;GUIA;4.3;;
W2-5000-1125;GUIA;1.1;;
W2-5000-1750;GUIA;1.3;;
W2-5000-437;GUIA;7.0;1.0;
W2-5000-500;GUIA;1.0;1.0;
W2-5000-625;GUIA;5.0;1.0;
W2-5000-750;GUIA;3.0;1.0;
W2-5125-375;GUIA;5.1;;
W2-5250-500;GUIA;5.1;;
W2-5250-625;GUIA;5.1;;
W2-5250-750;GUIA;5.1;;
W2-5437-500;GUIA;5.7;;
W2-5500-1000;GUIA;5.1;;
W2-5500-1250;GUIA;5.1;1.1;
W2-5500-1500;GUIA;5.1;1.1;
W2-5500-1750;GUIA;5.1;1.3;
W2-5500-500;GUIA;5.1;;
W2-5500-625;GUIA;5.1;;
W2-5562-625;GUIA;5.9;;
W2-5750-500;GUIA;5.3;;
W2-5875-750;GUIA;5.7;;
W2-6000-1000;GUIA;1.0;1.0;
W2-6000-1062;GUIA;1.1;;
W2-6000-1312;GUIA;1.5;;
W2-6000-1500;GUIA;1.1;;
W2-6000-375;GUIA;3.0;1.0;
W2-6000-500;GUIA;1.0;1.0;
W2-6000-625;GUIA;5.0;1.0;
W2-6250-1750;GUIA;6.1;1.3;
W2-6500-1375;GUIA;6.1;1.3;
W2-6500-1500;GUIA;6.1;1.1;
W2-6500-500;GUIA;6.1;;
W2-6500-750;GUIA;6.1;;
W2-6625-750;GUIA;6.5;;
W2-6750-1000;GUIA;6.3;;
W2-6750-500;GUIA;6.3;;
W2-6750-750;GUIA;6.3;;
W2-7000-1000;GUIA;1.0;1.0;
W2-7000-1500;GUIA;1.1;;
W2-7000-2000;GUIA;2.0;1.0;
W2-7000-375;GUIA;3.0;1.0;
W2-7000-500;GUIA;1.0;1.0;
W2-7078-625;GUIA;7.5;;
W2-7250-1375;GUIA;7.1;1.3;
W2-7250-2000;GUIA;7.1;;
W2-7250-437;GUIA;7.1;;
W2-7500-375;GUIA;7.1;;
W2-7500-500;GUIA;7.1;;
W2-7500-750;GUIA;7.1;;
W2-8000-500;GUIA;1.0;1.0;
W2-8750-500;GUIA;8.3;;
W2-9000-500;GUIA;1.0;1.0;
W2-9250-2250;GUIA;9.1;2.1;
